Order ID,Order Date,CustomerName,State,Region,DOW,Sale Price,Quantity,Cost per Item,PaymentMode,Category,Sub-Category,Profit,Profitability
B-26021,2023-02-17,Hernandez,Virginia,NE,Friday,21,3,11,Debit Card,Clothing,Hat,30.000000,Low
B-26021,2023-02-17,Hernandez,Virginia,NE,Friday,49,1,28,EFT,Clothing,Scarf,21.000000,Low
B-25611,2023-04-11,Hernandez,Virginia,NE,Tuesday,160,2,110,EFT,Clothing,Dress,100.000000,Low
B-25943,2023-01-09,Pearson,Pennsylvania,NE,Monday,137,5,20,Debit Card,Clothing,Hat,585.000000,Low
B-25943,2023-01-09,Pearson,Pennsylvania,NE,Monday,149,3,45,Debit Card,Clothing,Dress,312.000000,Low
B-25943,2023-01-09,Pearson,Pennsylvania,NE,Monday,1547,6,201,EFT,Electronics,Accessories,8076.000000,High
B-25943,2023-01-09,Pearson,Pennsylvania,NE,Monday,26,4,5,Credit Card,Clothing,Hat,84.000000,Low
B-25943,2023-01-09,Pearson,Pennsylvania,NE,Monday,48,4,7,EFT,Clothing,Scarf,164.000000,Low
B-25799,2023-10-01,Moreno,Pennsylvania,NE,Sunday,205,3,108,Debit Card,Clothing,Dress,291.000000,Low
B-25799,2023-10-01,Moreno,Pennsylvania,NE,Sunday,45,2,30,Credit Card,Furniture,Chairs,30.000000,Low
B-25799,2023-10-01,Moreno,Pennsylvania,NE,Sunday,47,4,19,EFT,Clothing,Dress,112.000000,Low
B-25799,2023-10-01,Moreno,Pennsylvania,NE,Sunday,70,5,27,EFT,Clothing,Scarf,215.000000,Low
B-25849,2023-11-04,Hart,Maryland,NE,Saturday,336,3,71,EFT,Electronics,Phones,795.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,128,3,41,Credit Card,Clothing,Dress,261.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,199,4,38,EFT,Clothing,Scarf,644.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,199,2,97,EFT,Clothing,Dress,204.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,2093,5,274,COD,Furniture,Chairs,9095.000000,High
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,26,2,8,EFT,Clothing,Hat,36.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,30,3,5,EFT,Clothing,Hat,75.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,39,6,4,EFT,Clothing,Skirt,210.000000,Low
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,579,3,147,Debit Card,Electronics,Printers,1296.000000,Avg
B-25853,2023-11-08,Nguyen,Pennsylvania,NE,Wednesday,95,4,21,Credit Card,Furniture,Furnishings,296.000000,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,132,5,42,Credit Card,Furniture,Furnishings,450.000000,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,296,11,6,Credit Card,Clothing,Dress,3190.000000,High
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,44,3,17,COD,Clothing,Scarf,81.000000,Low
B-25745,2023-08-09,Cook,Pennsylvania,NE,Wednesday,670,5,131,Debit Card,Furniture,Bookcases,2695.000000,High
B-25947,2023-01-13,Black,Pennsylvania,NE,Friday,207,2,87,EFT,Electronics,Accessories,240.000000,Low
B-25947,2023-01-13,Black,Pennsylvania,NE,Friday,290,6,43,Credit Card,Clothing,Hat,1482.000000,Avg
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,10,2,6,Credit Card,Clothing,Leggings,8.000000,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,105,8,16,COD,Clothing,Leggings,712.000000,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,127,3,33,Credit Card,Furniture,Furnishings,282.000000,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,146,5,21,EFT,Clothing,Hat,625.000000,Low
B-25883,2023-11-27,Lucas,Pennsylvania,NE,Monday,16,4,8,EFT,Clothing,Hat,32.000000,Low
B-25647,2023-05-03,Powell,Virginia,NE,Wednesday,42,4,12,EFT,Clothing,Dress,120.000000,Low
B-25763,2023-08-27,Lynch,Pennsylvania,NE,Sunday,58,3,37,Credit Card,Furniture,Chairs,63.000000,Low
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,1137,2,285,EFT,Clothing,Pants,1704.000000,Avg
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,24,2,8,Debit Card,Clothing,Skirt,32.000000,Low
B-25877,2023-11-24,Meyer,Pennsylvania,NE,Friday,269,5,47,Debit Card,Furniture,Chairs,1110.000000,Avg
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,107,4,40,EFT,Clothing,Scarf,268.000000,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,1076,4,279,Credit Card,Electronics,Printers,3188.000000,High
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,30,2,18,Credit Card,Furniture,Furnishings,24.000000,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,43,3,14,Debit Card,Clothing,Dress,87.000000,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,68,5,25,EFT,Electronics,Accessories,215.000000,Low
B-25610,2023-04-09,Rodriguez,New Jersey,NE,Sunday,781,6,31,Debit Card,Electronics,Printers,4500.000000,High
B-26039,2023-02-25,Murphy,Virginia,NE,Saturday,83,5,10,Debit Card,Clothing,Shirt,365.000000,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,180,4,32,COD,Clothing,T - shirt,592.000000,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,27,1,26,EFT,Clothing,Scarf,1.000000,Low
B-25977,2023-01-27,Martinez,Pennsylvania,NE,Friday,74,3,15,Credit Card,Clothing,Scarf,177.000000,Low
B-25790,2023-09-23,Bowman,New Jersey,NE,Saturday,42,1,45,Credit Card,Electronics,Electronic Games,-3.000000,Loss
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,117,2,41,Debit Card,Clothing,Pants,152.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,148,3,41,Credit Card,Clothing,Scarf,321.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,24,4,6,Credit Card,Clothing,Hat,72.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,45,3,15,Debit Card,Clothing,T - shirt,90.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,485,4,72,EFT,Clothing,Dress,1652.000000,Avg
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,513,2,149,Credit Card,Electronics,Accessories,728.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,52,5,7,Debit Card,Clothing,Leggings,225.000000,Low
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,916,11,66,Credit Card,Electronics,Phones,9350.000000,High
B-25850,2023-11-05,Williams,Massachusetts,NE,Sunday,93,2,47,Credit Card,Clothing,Hat,92.000000,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,224,3,46,Credit Card,Clothing,Pants,534.000000,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,54,4,12,Debit Card,Clothing,T - shirt,168.000000,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,659,2,348,COD,Furniture,Bookcases,622.000000,Low
B-26057,2023-03-10,Powell,Virginia,NE,Friday,736,5,78,Credit Card,Electronics,Printers,3290.000000,High
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,116,5,34,COD,Clothing,Scarf,410.000000,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,14,3,5,EFT,Clothing,Hat,27.000000,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,22,3,8,Credit Card,Clothing,Hat,42.000000,Low
B-25616,2023-04-15,Hall,Massachusetts,NE,Saturday,42,5,6,Credit Card,Clothing,Hat,180.000000,Low
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,1308,3,257,COD,Furniture,Bookcases,3153.000000,High
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,154,3,80,EFT,Furniture,Chairs,222.000000,Low
B-25929,2023-01-02,Fernandez,Virginia,NE,Monday,216,3,117,COD,Furniture,Chairs,297.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,146,1,80,EFT,Electronics,Phones,66.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,148,1,139,EFT,Electronics,Electronic Games,9.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,189,4,32,Debit Card,Furniture,Furnishings,628.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,27,2,14,Credit Card,Clothing,Leggings,26.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,44,3,11,Credit Card,Clothing,Scarf,99.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,48,2,19,Credit Card,Clothing,Shirt,58.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,524,2,275,Debit Card,Electronics,Electronic Games,498.000000,Low
B-25954,2023-01-14,Jennings,Pennsylvania,NE,Saturday,891,5,178,Credit Card,Clothing,Dress,3565.000000,High
B-25669,2023-05-25,Howell,Maryland,NE,Thursday,610,2,338,Credit Card,Furniture,Tables,544.000000,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,14,1,12,Credit Card,Clothing,Hat,2.000000,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,24,2,12,EFT,Clothing,Hat,24.000000,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,656,2,346,COD,Furniture,Bookcases,620.000000,Low
B-25670,2023-05-25,Palmer,Massachusetts,NE,Thursday,74,3,15,Credit Card,Clothing,Scarf,177.000000,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,146,3,70,Debit Card,Electronics,Electronic Games,228.000000,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,210,4,65,COD,Clothing,Hat,580.000000,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,59,2,19,EFT,Clothing,Scarf,80.000000,Low
B-25808,2023-10-08,Castillo,New Jersey,NE,Sunday,63,6,13,Credit Card,Clothing,Leggings,300.000000,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,143,2,69,EFT,Electronics,Accessories,148.000000,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,145,3,43,Debit Card,Clothing,T - shirt,306.000000,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,34,3,10,Credit Card,Clothing,Dress,72.000000,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,43,3,12,Credit Card,Clothing,Leggings,93.000000,Low
B-26083,2023-03-24,Rodriguez,New Jersey,NE,Friday,45,1,28,Credit Card,Electronics,Accessories,17.000000,Low
B-26084,2023-03-25,Hernandez,Virginia,NE,Saturday,209,4,68,Credit Card,Electronics,Electronic Games,564.000000,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,130,3,23,Debit Card,Clothing,Shirt,321.000000,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,30,1,24,Credit Card,Clothing,T - shirt,6.000000,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,41,2,11,Debit Card,Clothing,T - shirt,60.000000,Low
B-26038,2023-02-24,Brown,New Jersey,NE,Friday,52,2,19,Credit Card,Clothing,Scarf,66.000000,Low
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,1118,2,456,COD,Furniture,Tables,1324.000000,Avg
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,170,2,49,EFT,Electronics,Accessories,242.000000,Low
B-25868,2023-11-18,Holt,Massachusetts,NE,Saturday,62,1,63,EFT,Electronics,Phones,-1.000000,Loss
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,19,3,6,EFT,Clothing,Skirt,39.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,262,2,24,Debit Card,Electronics,Printers,476.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,30,2,27,EFT,Clothing,Dress,6.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,319,5,1,Debit Card,Clothing,Dress,1590.000000,Avg
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,41,5,11,EFT,Clothing,Leggings,150.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,72,7,17,Debit Card,Clothing,Shirt,385.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,9,3,3,EFT,Clothing,Skirt,18.000000,Low
B-25754,2023-08-18,Thomas,New Jersey,NE,Friday,93,4,40,COD,Clothing,Scarf,212.000000,Low
B-25874,2023-11-24,Kelly,New York,NE,Friday,124,5,14,Credit Card,Clothing,T - shirt,550.000000,Low
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,13,1,15,Credit Card,Clothing,Scarf,-2.000000,Loss
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,44,3,28,Credit Card,Clothing,Scarf,48.000000,Low
B-26062,2023-03-15,Jordan,Massachusetts,NE,Wednesday,50,2,34,Credit Card,Clothing,Scarf,32.000000,Low
B-26088,2023-03-26,Lopez,Maryland,NE,Sunday,11,2,3,EFT,Clothing,Hat,16.000000,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,122,7,10,EFT,Clothing,Scarf,784.000000,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,185,4,34,EFT,Clothing,Scarf,604.000000,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,30,3,6,EFT,Clothing,Skirt,72.000000,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,62,5,7,EFT,Clothing,Hat,275.000000,Low
B-26043,2023-03-01,Turner,Maryland,NE,Wednesday,79,6,12,Debit Card,Clothing,Hat,402.000000,Low
B-25980,2023-01-27,Hill,New York,NE,Friday,22,3,4,Credit Card,Clothing,Shirt,54.000000,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,1275,7,18,EFT,Furniture,Bookcases,8799.000000,High
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,66,5,16,EFT,Clothing,Scarf,250.000000,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,8,3,3,COD,Clothing,Hat,15.000000,Low
B-25601,2023-04-01,White,Pennsylvania,NE,Saturday,80,4,34,EFT,Electronics,Electronic Games,184.000000,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,148,5,19,EFT,Clothing,Scarf,645.000000,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,155,3,33,EFT,Furniture,Furnishings,366.000000,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,245,4,62,EFT,Electronics,Phones,732.000000,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,433,3,136,Debit Card,Electronics,Printers,891.000000,Low
B-25683,2023-06-08,Smith,Virginia,NE,Thursday,86,6,24,Credit Card,Clothing,Dress,372.000000,Low
B-25809,2023-10-09,Lowe,Virginia,NE,Monday,154,3,33,Credit Card,Clothing,Hat,363.000000,Low
B-25809,2023-10-09,Lowe,Virginia,NE,Monday,53,1,29,Debit Card,Clothing,Hat,24.000000,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,1145,3,617,COD,Electronics,Phones,1584.000000,Avg
B-25730,2023-07-22,Reid,New York,NE,Saturday,18,2,5,Debit Card,Clothing,Hat,26.000000,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,187,4,39,COD,Electronics,Accessories,592.000000,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,473,4,108,Credit Card,Furniture,Chairs,1460.000000,Avg
B-25730,2023-07-22,Reid,New York,NE,Saturday,83,3,55,Credit Card,Furniture,Chairs,84.000000,Low
B-25730,2023-07-22,Reid,New York,NE,Saturday,96,5,15,COD,Clothing,Scarf,405.000000,Low
B-25916,2023-12-20,Mcdaniel,Pennsylvania,NE,Wednesday,80,9,12,EFT,Clothing,Skirt,612.000000,Low
B-25795,2023-09-24,Nunez,Maryland,NE,Sunday,276,2,149,EFT,Electronics,Phones,254.000000,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,158,3,40,EFT,Clothing,Hat,354.000000,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,159,3,52,EFT,Furniture,Furnishings,321.000000,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,61,2,17,EFT,Clothing,Hat,88.000000,Low
B-25901,2023-12-10,Byrd,Pennsylvania,NE,Sunday,90,2,32,Credit Card,Clothing,T - shirt,116.000000,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,110,7,14,Debit Card,Clothing,Scarf,672.000000,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,1599,6,260,EFT,Electronics,Electronic Games,8034.000000,High
B-25919,2023-12-23,Guzman,New York,NE,Saturday,28,1,24,Credit Card,Clothing,T - shirt,4.000000,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,636,2,420,Debit Card,Electronics,Printers,432.000000,Low
B-25919,2023-12-23,Guzman,New York,NE,Saturday,977,7,174,Credit Card,Electronics,Phones,5621.000000,High
B-25634,2023-04-26,Baker,Massachusetts,NE,Wednesday,389,3,157,EFT,Furniture,Chairs,696.000000,Low
B-25922,2023-12-26,Chavez,Pennsylvania,NE,Tuesday,52,2,17,Credit Card,Clothing,Scarf,70.000000,Low
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,136,3,32,EFT,Electronics,Accessories,312.000000,Low
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,469,4,109,Debit Card,Electronics,Electronic Games,1440.000000,Avg
B-25939,2023-01-05,Schwartz,Maryland,NE,Thursday,61,2,22,Credit Card,Electronics,Accessories,78.000000,Low
B-25892,2023-12-04,Phillips,New York,NE,Monday,139,3,36,EFT,Clothing,Shirt,309.000000,Low
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,171,6,26,EFT,Clothing,T - shirt,870.000000,Low
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,2452,7,323,EFT,Furniture,Bookcases,14903.000000,High
B-25969,2023-01-21,Barrett,Pennsylvania,NE,Saturday,720,2,339,EFT,Electronics,Printers,762.000000,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,13,2,5,Credit Card,Clothing,Hat,16.000000,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,46,4,12,Credit Card,Clothing,Leggings,136.000000,Low
B-25940,2023-01-06,Benson,Massachusetts,NE,Friday,55,2,26,Credit Card,Clothing,Scarf,58.000000,Low
B-26092,2023-03-27,Scott,Pennsylvania,NE,Monday,97,2,42,COD,Clothing,T - shirt,110.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,26,3,8,EFT,Clothing,Skirt,54.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,34,3,15,Credit Card,Clothing,Skirt,57.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,34,5,9,Credit Card,Clothing,Leggings,125.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,366,3,94,Credit Card,Furniture,Bookcases,816.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,446,3,131,Credit Card,Electronics,Printers,945.000000,Low
B-25961,2023-01-18,Henderson,Pennsylvania,NE,Wednesday,48,3,11,Credit Card,Clothing,Shirt,111.000000,Low
B-26020,2023-02-16,Rodriguez,New Jersey,NE,Thursday,319,6,36,COD,Electronics,Accessories,1698.000000,Avg
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,114,4,26,Debit Card,Clothing,T - shirt,352.000000,Low
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,119,7,23,COD,Clothing,Shirt,672.000000,Low
B-25889,2023-12-03,Williams,Pennsylvania,NE,Sunday,31,1,21,Credit Card,Clothing,Shirt,10.000000,Low
B-25863,2023-11-15,Riley,Virginia,NE,Wednesday,189,7,15,Credit Card,Clothing,Scarf,1218.000000,Avg
B-25986,2023-01-31,Hill,New York,NE,Tuesday,487,3,170,Debit Card,Electronics,Printers,951.000000,Low
B-25986,2023-01-31,Hill,New York,NE,Tuesday,71,5,13,Debit Card,Clothing,Leggings,290.000000,Low
B-25986,2023-01-31,Hill,New York,NE,Tuesday,749,7,151,Credit Card,Furniture,Furnishings,4186.000000,High
B-25986,2023-01-31,Hill,New York,NE,Tuesday,918,9,100,Credit Card,Electronics,Electronic Games,7362.000000,High
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,143,5,53,EFT,Clothing,Dress,450.000000,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,149,1,150,Credit Card,Clothing,Dress,-1.000000,Loss
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,37,3,14,Debit Card,Clothing,T - shirt,69.000000,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,44,5,12,EFT,Clothing,Dress,160.000000,Low
B-25673,2023-05-28,Tucker,Pennsylvania,NE,Sunday,45,4,12,Credit Card,Clothing,Shirt,132.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,147,3,25,EFT,Clothing,Scarf,366.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,171,2,85,Credit Card,Electronics,Electronic Games,172.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,191,4,25,EFT,Clothing,Shirt,664.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,33,3,7,EFT,Clothing,Leggings,78.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,499,4,117,Credit Card,Clothing,Dress,1528.000000,Avg
B-25898,2023-12-07,Williams,New York,NE,Thursday,53,3,16,Credit Card,Clothing,T - shirt,111.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,857,2,566,Credit Card,Furniture,Tables,582.000000,Low
B-25898,2023-12-07,Williams,New York,NE,Thursday,915,3,338,Debit Card,Furniture,Tables,1731.000000,Avg
B-25928,2023-01-01,Stanley,New Jersey,NE,Sunday,122,3,36,EFT,Electronics,Accessories,258.000000,Low
B-25928,2023-01-01,Stanley,New Jersey,NE,Sunday,25,1,15,EFT,Furniture,Furnishings,10.000000,Low
B-25619,2023-04-18,Scott,Pennsylvania,NE,Tuesday,353,8,33,Credit Card,Clothing,Dress,2560.000000,High
B-25820,2023-10-16,Warren,New York,NE,Monday,119,1,118,Credit Card,Furniture,Chairs,1.000000,Low
B-25628,2023-04-24,Brown,New Jersey,NE,Monday,219,4,57,COD,Clothing,Dress,648.000000,Low
B-25628,2023-04-24,Brown,New Jersey,NE,Monday,35,2,22,Debit Card,Furniture,Furnishings,26.000000,Low
B-25628,2023-04-24,Brown,New Jersey,NE,Monday,45,4,8,Credit Card,Clothing,Skirt,148.000000,Low
B-25992,2023-02-03,Nguyen,New York,NE,Friday,141,3,33,EFT,Clothing,Shirt,324.000000,Low
B-25895,2023-12-04,Holland,Pennsylvania,NE,Monday,388,2,148,Credit Card,Furniture,Bookcases,480.000000,Low
B-25658,2023-05-14,Sullivan,New York,NE,Sunday,27,2,9,EFT,Clothing,T - shirt,36.000000,Low
