Order ID,Order Date,CustomerName,State,Region,DOW,Sale Price,Quantity,Cost per Item,PaymentMode,Category,Sub-Category,Profit,Profitability
B-25789,2023-09-22,Thomas,Ohio,MW,Friday,30,1,30,Credit Card,Clothing,Shirt,0.000000,Loss
B-25789,2023-09-22,Thomas,Ohio,MW,Friday,313,5,65,EFT,Furniture,Bookcases,1240.000000,Avg
B-25789,2023-09-22,Thomas,Ohio,MW,Friday,67,9,17,Credit Card,Furniture,Furnishings,450.000000,Low
B-25715,2023-07-10,Estrada,Missouri,MW,Monday,416,3,93,Debit Card,Electronics,Phones,969.000000,Low
B-25899,2023-12-08,Wallace,Ohio,MW,Friday,22,2,7,Debit Card,Clothing,Leggings,30.000000,Low
B-25899,2023-12-08,Wallace,Ohio,MW,Friday,28,4,6,Credit Card,Clothing,Skirt,88.000000,Low
B-25899,2023-12-08,Wallace,Ohio,MW,Friday,43,1,26,Credit Card,Clothing,Dress,17.000000,Low
B-25899,2023-12-08,Wallace,Ohio,MW,Friday,846,2,419,Debit Card,Furniture,Chairs,854.000000,Low
B-25822,2023-10-18,Sutton,Michigan,MW,Wednesday,34,2,11,Credit Card,Clothing,Dress,46.000000,Low
B-25648,2023-05-04,Anderson,Illinois,MW,Thursday,100,1,123,Credit Card,Electronics,Phones,-23.000000,Loss
B-25648,2023-05-04,Anderson,Illinois,MW,Thursday,130,4,43,EFT,Clothing,Dress,348.000000,Low
B-25648,2023-05-04,Anderson,Illinois,MW,Thursday,30,1,17,EFT,Clothing,T - shirt,13.000000,Low
B-25648,2023-05-04,Anderson,Illinois,MW,Thursday,55,4,20,EFT,Clothing,Dress,140.000000,Low
B-25768,2023-09-01,Sandoval,Michigan,MW,Friday,1582,6,338,EFT,Clothing,Pants,7464.000000,High
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,120,1,119,Credit Card,Furniture,Chairs,1.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,162,3,36,Credit Card,Clothing,Scarf,378.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,17,2,8,COD,Clothing,Skirt,18.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,246,2,93,Credit Card,Furniture,Bookcases,306.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,27,3,7,Credit Card,Clothing,Skirt,60.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,425,7,31,Debit Card,Clothing,Dress,2758.000000,High
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,594,3,168,Credit Card,Furniture,Bookcases,1278.000000,Avg
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,85,6,14,Credit Card,Clothing,Scarf,426.000000,Low
B-26053,2023-03-09,Rogers,Missouri,MW,Thursday,93,3,21,EFT,Electronics,Accessories,216.000000,Low
B-25632,2023-04-25,Bell,Indiana,MW,Tuesday,19,2,11,Debit Card,Clothing,Leggings,16.000000,Low
B-25924,2023-12-28,Weber,Michigan,MW,Thursday,148,2,47,EFT,Furniture,Chairs,202.000000,Low
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,114,3,35,Debit Card,Electronics,Accessories,237.000000,Low
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,115,3,51,Credit Card,Clothing,Pants,192.000000,Low
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,1300,8,165,COD,Electronics,Printers,9080.000000,High
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,322,5,26,Credit Card,Electronics,Printers,1480.000000,Avg
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,4,1,7,COD,Clothing,Skirt,-3.000000,Loss
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,67,3,36,Credit Card,Clothing,Scarf,93.000000,Low
B-25697,2023-06-22,Vazquez,Missouri,MW,Thursday,73,1,80,Credit Card,Electronics,Phones,-7.000000,Loss
B-25848,2023-11-03,Miller,Indiana,MW,Friday,147,3,42,Debit Card,Furniture,Furnishings,315.000000,Low
B-25848,2023-11-03,Miller,Indiana,MW,Friday,16,2,4,Credit Card,Clothing,Hat,24.000000,Low
B-25848,2023-11-03,Miller,Indiana,MW,Friday,648,6,100,COD,Electronics,Electronic Games,3288.000000,High
B-25722,2023-07-17,Arnold,Indiana,MW,Monday,48,8,7,Credit Card,Clothing,Scarf,328.000000,Low
B-25699,2023-06-24,Duncan,Ohio,MW,Saturday,20,1,42,EFT,Furniture,Furnishings,-22.000000,Loss
B-25699,2023-06-24,Duncan,Ohio,MW,Saturday,21,1,26,Credit Card,Electronics,Accessories,-5.000000,Loss
B-25699,2023-06-24,Duncan,Ohio,MW,Saturday,34,5,9,Credit Card,Clothing,Leggings,125.000000,Low
B-25699,2023-06-24,Duncan,Ohio,MW,Saturday,49,2,40,EFT,Clothing,Scarf,18.000000,Low
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,149,3,45,EFT,Clothing,Dress,312.000000,Low
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,223,7,23,Credit Card,Clothing,Shirt,1400.000000,Avg
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,355,7,67,COD,Clothing,Scarf,2016.000000,High
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,372,3,104,EFT,Electronics,Printers,804.000000,Low
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,61,3,17,Credit Card,Clothing,Shirt,132.000000,Low
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,688,6,132,Debit Card,Electronics,Accessories,3336.000000,High
B-25893,2023-12-04,Hamilton,Ohio,MW,Monday,83,3,24,EFT,Clothing,Scarf,177.000000,Low
B-25624,2023-04-22,Roberts,Michigan,MW,Saturday,26,3,5,Credit Card,Clothing,Hat,63.000000,Low
B-25643,2023-04-29,Rogers,Missouri,MW,Saturday,1061,8,137,EFT,Furniture,Bookcases,7392.000000,High
B-25643,2023-04-29,Rogers,Missouri,MW,Saturday,263,2,163,Debit Card,Electronics,Electronic Games,200.000000,Low
B-25643,2023-04-29,Rogers,Missouri,MW,Saturday,36,1,43,Credit Card,Electronics,Electronic Games,-7.000000,Loss
B-25643,2023-04-29,Rogers,Missouri,MW,Saturday,37,4,15,EFT,Clothing,Shirt,88.000000,Low
B-25643,2023-04-29,Rogers,Missouri,MW,Saturday,50,2,47,EFT,Clothing,Hat,6.000000,Low
B-25787,2023-09-20,Crawford,Missouri,MW,Wednesday,140,4,50,Credit Card,Furniture,Furnishings,360.000000,Low
B-25787,2023-09-20,Crawford,Missouri,MW,Wednesday,229,8,34,Credit Card,Electronics,Accessories,1560.000000,Avg
B-25787,2023-09-20,Crawford,Missouri,MW,Wednesday,40,3,17,Credit Card,Clothing,Shirt,69.000000,Low
B-25787,2023-09-20,Crawford,Missouri,MW,Wednesday,556,7,109,Credit Card,Clothing,Dress,3129.000000,High
B-25771,2023-09-02,Vaughn,Ohio,MW,Saturday,148,3,30,Credit Card,Clothing,Hat,354.000000,Low
B-25860,2023-11-15,Thomas,Wisconsin,MW,Wednesday,112,3,29,Credit Card,Clothing,Shirt,249.000000,Low
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,1120,6,154,EFT,Clothing,Dress,5796.000000,High
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,26,4,4,EFT,Clothing,Hat,88.000000,Low
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,29,5,4,EFT,Clothing,Hat,125.000000,Low
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,307,3,78,EFT,Electronics,Accessories,687.000000,Low
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,45,3,13,Credit Card,Clothing,Shirt,96.000000,Low
B-25810,2023-10-10,Bishop,Illinois,MW,Tuesday,92,2,25,Credit Card,Clothing,Scarf,134.000000,Low
B-26058,2023-03-11,Anderson,Illinois,MW,Saturday,212,7,16,Credit Card,Clothing,Hat,1372.000000,Avg
B-25716,2023-07-11,Campbell,Wisconsin,MW,Tuesday,58,4,15,EFT,Clothing,Dress,172.000000,Low
B-25686,2023-06-11,Brown,Indiana,MW,Sunday,1829,6,314,COD,Furniture,Tables,9090.000000,High
B-25686,2023-06-11,Brown,Indiana,MW,Sunday,332,3,-57,Credit Card,Electronics,Printers,1167.000000,Avg
B-25686,2023-06-11,Brown,Indiana,MW,Sunday,381,2,197,Credit Card,Clothing,Dress,368.000000,Low
B-25720,2023-07-15,George,Illinois,MW,Saturday,30,1,65,Credit Card,Furniture,Chairs,-35.000000,Loss
B-26034,2023-02-23,Roberts,Michigan,MW,Thursday,425,5,48,EFT,Electronics,Accessories,1885.000000,Avg
B-25714,2023-07-09,Contreras,Michigan,MW,Sunday,11,2,8,Credit Card,Clothing,Hat,6.000000,Low
B-25714,2023-07-09,Contreras,Michigan,MW,Sunday,340,7,46,COD,Clothing,Shirt,2058.000000,High
B-25876,2023-11-24,Romero,Illinois,MW,Friday,282,4,67,Debit Card,Clothing,Pants,860.000000,Low
B-26009,2023-02-10,Morgan,Ohio,MW,Friday,195,9,20,COD,Clothing,Shirt,1575.000000,Avg
B-26009,2023-02-10,Morgan,Ohio,MW,Friday,285,2,79,Credit Card,Electronics,Printers,412.000000,Low
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,116,1,120,Credit Card,Clothing,Dress,-4.000000,Loss
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,117,3,41,Credit Card,Electronics,Phones,228.000000,Low
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,168,3,59,Credit Card,Clothing,Dress,327.000000,Low
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,275,4,138,Credit Card,Clothing,Dress,548.000000,Low
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,44,3,-18,Debit Card,Clothing,Shirt,186.000000,Low
B-25696,2023-06-21,Franklin,Michigan,MW,Wednesday,887,3,269,EFT,Electronics,Printers,1854.000000,Avg
B-25606,2023-04-06,Lewis,Michigan,MW,Thursday,87,2,42,Credit Card,Clothing,Shirt,90.000000,Low
B-25717,2023-07-12,Aguilar,Ohio,MW,Wednesday,138,5,28,Credit Card,Clothing,Dress,550.000000,Low
B-25717,2023-07-12,Aguilar,Ohio,MW,Wednesday,55,2,44,Credit Card,Furniture,Chairs,22.000000,Low
B-25717,2023-07-12,Aguilar,Ohio,MW,Wednesday,561,3,116,COD,Clothing,Dress,1335.000000,Avg
B-25717,2023-07-12,Aguilar,Ohio,MW,Wednesday,90,3,24,Credit Card,Clothing,Shirt,198.000000,Low
B-26070,2023-03-18,Garcia,Michigan,MW,Saturday,14,2,4,EFT,Clothing,Hat,20.000000,Low
B-26070,2023-03-18,Garcia,Michigan,MW,Saturday,54,4,11,Credit Card,Clothing,Shirt,172.000000,Low
B-26070,2023-03-18,Garcia,Michigan,MW,Saturday,582,5,64,Credit Card,Furniture,Furnishings,2590.000000,High
B-26070,2023-03-18,Garcia,Michigan,MW,Saturday,75,1,46,EFT,Clothing,Pants,29.000000,Low
B-26035,2023-02-23,King,Missouri,MW,Thursday,291,11,16,Credit Card,Clothing,Dress,3025.000000,High
B-26035,2023-02-23,King,Missouri,MW,Thursday,369,3,118,Debit Card,Electronics,Electronic Games,753.000000,Low
B-26035,2023-02-23,King,Missouri,MW,Thursday,520,3,123,COD,Electronics,Phones,1191.000000,Avg
