Order ID,Order Date,CustomerName,State,Region,DOW,Sale Price,Quantity,Cost per Item,PaymentMode,Category,Sub-Category,Profit,Profitability
B-25750,2023-08-14,Welch,Florida,SE,Monday,199,2,109,Credit Card,Clothing,Dress,180.000000,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,208,2,117,Credit Card,Clothing,Dress,182.000000,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,212,2,118,Credit Card,Furniture,Chairs,188.000000,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,22,3,11,Credit Card,Clothing,Scarf,33.000000,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,42,12,5,EFT,Clothing,Skirt,444.000000,Low
B-25750,2023-08-14,Welch,Florida,SE,Monday,539,7,98,Debit Card,Furniture,Furnishings,3087.000000,High
B-25750,2023-08-14,Welch,Florida,SE,Monday,73,1,104,Credit Card,Furniture,Bookcases,-31.000000,Loss
B-25750,2023-08-14,Welch,Florida,SE,Monday,78,2,42,EFT,Furniture,Furnishings,72.000000,Low
B-25958,2023-01-18,Alvarez,Georgia,SE,Wednesday,105,2,40,EFT,Clothing,Hat,130.000000,Low
B-25958,2023-01-18,Alvarez,Georgia,SE,Wednesday,360,3,109,EFT,Clothing,Dress,753.000000,Low
B-25649,2023-05-05,Cruz,Tennessee,SE,Friday,27,2,26,Credit Card,Clothing,Scarf,2.000000,Low
B-25994,2023-02-03,Carr,North Carolina,SE,Friday,196,5,41,Credit Card,Electronics,Phones,775.000000,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,1275,2,459,EFT,Electronics,Phones,1632.000000,Avg
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,367,3,98,EFT,Electronics,Electronic Games,807.000000,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,42,2,15,Credit Card,Clothing,Shirt,54.000000,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,66,3,18,Credit Card,Clothing,Scarf,144.000000,Low
B-25873,2023-11-23,Ferguson,Florida,SE,Thursday,7,1,6,Credit Card,Clothing,Hat,1.000000,Low
B-26013,2023-02-13,Walker,Florida,SE,Monday,29,3,13,Credit Card,Clothing,Skirt,48.000000,Low
B-26005,2023-02-08,Williamson,Georgia,SE,Wednesday,87,3,26,Credit Card,Clothing,Scarf,183.000000,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,13,1,9,EFT,Clothing,Leggings,4.000000,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,133,5,26,EFT,Clothing,Scarf,535.000000,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,136,5,34,Credit Card,Clothing,Dress,510.000000,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,158,10,19,EFT,Clothing,Hat,1390.000000,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,1622,5,305,COD,Electronics,Printers,6585.000000,High
B-25950,2023-01-13,Garcia,Florida,SE,Friday,190,9,19,COD,Furniture,Furnishings,1539.000000,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,261,6,41,COD,Clothing,Shirt,1320.000000,Avg
B-25950,2023-01-13,Garcia,Florida,SE,Friday,54,2,14,Credit Card,Clothing,Scarf,80.000000,Low
B-25950,2023-01-13,Garcia,Florida,SE,Friday,644,2,239,Credit Card,Electronics,Printers,810.000000,Low
B-25839,2023-10-30,Sims,Georgia,SE,Monday,1250,7,109,EFT,Clothing,Dress,7987.000000,High
B-25727,2023-07-22,Parks,Florida,SE,Saturday,327,4,53,Credit Card,Clothing,Pants,1096.000000,Avg
B-25727,2023-07-22,Parks,Florida,SE,Saturday,57,6,18,Debit Card,Clothing,Leggings,234.000000,Low
B-25914,2023-12-18,Rivera,North Carolina,SE,Monday,125,3,34,EFT,Clothing,Scarf,273.000000,Low
B-25914,2023-12-18,Rivera,North Carolina,SE,Monday,460,3,201,Debit Card,Furniture,Chairs,777.000000,Low
B-25713,2023-07-08,Schultz,Georgia,SE,Saturday,158,4,55,EFT,Furniture,Chairs,412.000000,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,122,4,28,Credit Card,Clothing,Hat,376.000000,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,1514,4,193,EFT,Electronics,Printers,5284.000000,High
B-26073,2023-03-21,James,Florida,SE,Tuesday,29,3,7,EFT,Clothing,Dress,66.000000,Low
B-26073,2023-03-21,James,Florida,SE,Tuesday,290,9,20,EFT,Clothing,Scarf,2430.000000,High
B-26073,2023-03-21,James,Florida,SE,Tuesday,37,3,7,Debit Card,Clothing,Hat,90.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,14,4,4,EFT,Clothing,Hat,40.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,147,3,33,Credit Card,Clothing,Dress,342.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,173,3,35,Credit Card,Furniture,Chairs,414.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,352,5,67,Debit Card,Clothing,Pants,1425.000000,Avg
B-25952,2023-01-13,Jones,Florida,SE,Friday,44,3,10,Credit Card,Clothing,Hat,102.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,87,9,13,Credit Card,Clothing,Skirt,666.000000,Low
B-25952,2023-01-13,Jones,Florida,SE,Friday,935,4,205,EFT,Electronics,Electronic Games,2920.000000,High
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,1076,4,279,COD,Electronics,Printers,3188.000000,High
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,117,6,17,Credit Card,Clothing,Shirt,600.000000,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,59,7,15,EFT,Clothing,T - shirt,308.000000,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,61,4,22,EFT,Electronics,Accessories,156.000000,Low
B-25777,2023-09-10,Phillips,Florida,SE,Sunday,69,4,34,EFT,Clothing,Shirt,140.000000,Low
B-26041,2023-02-27,Myers,Tennessee,SE,Monday,176,5,41,Credit Card,Furniture,Furnishings,675.000000,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,29,3,11,Credit Card,Clothing,Dress,54.000000,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,299,3,109,EFT,Electronics,Electronic Games,570.000000,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,48,2,35,EFT,Clothing,Dress,26.000000,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,74,2,67,Debit Card,Electronics,Accessories,14.000000,Low
B-25767,2023-08-31,Vasquez,Georgia,SE,Thursday,9,2,9,Credit Card,Clothing,Shirt,0.000000,Loss
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,189,1,185,EFT,Clothing,Dress,4.000000,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,217,2,73,Credit Card,Furniture,Furnishings,288.000000,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,286,6,24,Debit Card,Clothing,Shirt,1572.000000,Avg
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,31,2,15,Credit Card,Clothing,Hat,32.000000,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,333,2,142,Credit Card,Electronics,Phones,382.000000,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,47,2,23,Credit Card,Clothing,Scarf,48.000000,Low
B-25996,2023-02-04,Burton,North Carolina,SE,Saturday,62,6,9,Credit Card,Clothing,Skirt,318.000000,Low
B-25913,2023-12-17,Medina,North Carolina,SE,Sunday,103,7,12,EFT,Clothing,Scarf,637.000000,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,245,2,118,Credit Card,Furniture,Bookcases,254.000000,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,60,3,19,EFT,Clothing,Dress,123.000000,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,63,2,25,Credit Card,Clothing,Shirt,76.000000,Low
B-25945,2023-01-11,Matthews,Florida,SE,Wednesday,765,3,267,Credit Card,Electronics,Electronic Games,1494.000000,Avg
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,191,8,22,Credit Card,Furniture,Furnishings,1352.000000,Avg
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,32,2,20,Credit Card,Clothing,Scarf,24.000000,Low
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,709,5,162,Credit Card,Electronics,Phones,2735.000000,High
B-25708,2023-07-01,Carroll,Florida,SE,Saturday,81,7,19,EFT,Clothing,Scarf,434.000000,Low
B-26031,2023-02-22,Gonzalez,Florida,SE,Wednesday,67,4,15,Debit Card,Clothing,Leggings,208.000000,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,108,4,21,EFT,Clothing,Shirt,348.000000,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,197,4,44,COD,Clothing,Shirt,612.000000,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,32,5,5,EFT,Clothing,Hat,135.000000,Low
B-25985,2023-01-31,Ryan,Florida,SE,Tuesday,44,4,8,Credit Card,Clothing,Scarf,144.000000,Low
B-25819,2023-10-15,Parker,Florida,SE,Sunday,417,3,123,Credit Card,Electronics,Electronic Games,882.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,107,6,12,Credit Card,Clothing,Scarf,570.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,116,4,25,Credit Card,Clothing,Scarf,364.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,12,2,6,Credit Card,Clothing,Hat,12.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,1355,5,283,Credit Card,Clothing,Pants,5360.000000,High
B-25603,2023-04-03,Walker,Florida,SE,Monday,180,3,58,Debit Card,Clothing,Pants,366.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,193,3,120,EFT,Clothing,Dress,219.000000,Low
B-25603,2023-04-03,Walker,Florida,SE,Monday,24,1,54,Credit Card,Furniture,Chairs,-30.000000,Loss
B-25603,2023-04-03,Walker,Florida,SE,Monday,38,1,20,Credit Card,Clothing,Shirt,18.000000,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,173,1,87,Debit Card,Electronics,Printers,86.000000,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,201,4,42,EFT,Furniture,Furnishings,636.000000,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,221,7,28,Credit Card,Furniture,Furnishings,1351.000000,Avg
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,414,3,72,Credit Card,Electronics,Phones,1026.000000,Avg
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,4363,5,812,EFT,Furniture,Tables,17755.000000,High
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,44,2,18,Credit Card,Clothing,Scarf,52.000000,Low
B-25993,2023-02-03,Bailey,North Carolina,SE,Friday,610,3,134,Credit Card,Electronics,Printers,1428.000000,Avg
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,21,3,13,Credit Card,Clothing,Shirt,24.000000,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,25,1,36,EFT,Clothing,Scarf,-11.000000,Loss
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,26,2,12,Credit Card,Clothing,Hat,28.000000,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,30,2,18,EFT,Clothing,Hat,24.000000,Low
B-25783,2023-09-15,Jenkins,Florida,SE,Friday,33,6,7,EFT,Clothing,Leggings,156.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,106,7,13,COD,Clothing,Hat,651.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,14,1,9,Credit Card,Clothing,Hat,5.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,165,3,45,Credit Card,Clothing,Scarf,360.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,17,3,3,EFT,Clothing,Hat,42.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,17,4,8,Debit Card,Clothing,Skirt,36.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,211,8,24,Credit Card,Clothing,Scarf,1496.000000,Avg
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,3151,7,455,EFT,Clothing,Pants,18872.000000,High
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,34,5,9,Credit Card,Clothing,T - shirt,125.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,46,5,6,Debit Card,Clothing,Skirt,200.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,53,2,19,Credit Card,Clothing,Scarf,68.000000,Low
B-25757,2023-08-21,Reynolds,Florida,SE,Monday,98,2,45,Credit Card,Furniture,Furnishings,106.000000,Low
B-25971,2023-01-22,Howard,Florida,SE,Sunday,244,2,81,Credit Card,Furniture,Bookcases,326.000000,Low
B-25613,2023-04-12,Ward,Tennessee,SE,Wednesday,1603,9,178,COD,Clothing,Dress,12825.000000,High
B-25906,2023-12-11,Alexander,North Carolina,SE,Monday,78,3,17,Credit Card,Clothing,Scarf,183.000000,Low
B-26059,2023-03-12,Cruz,Tennessee,SE,Sunday,20,1,14,Credit Card,Clothing,T - shirt,6.000000,Low
B-25814,2023-10-10,Coleman,Florida,SE,Tuesday,118,7,12,EFT,Clothing,T - shirt,742.000000,Low
B-25814,2023-10-10,Coleman,Florida,SE,Tuesday,462,4,73,Credit Card,Clothing,Dress,1556.000000,Avg
B-25659,2023-05-15,Ross,Georgia,SE,Monday,148,7,11,Debit Card,Clothing,T - shirt,959.000000,Low
B-25984,2023-01-30,Rivera,North Carolina,SE,Monday,304,6,35,EFT,Clothing,Scarf,1614.000000,Avg
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,10,1,5,Credit Card,Clothing,Scarf,5.000000,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,330,1,249,COD,Furniture,Bookcases,81.000000,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,338,7,42,EFT,Clothing,Hat,2072.000000,High
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,42,1,27,EFT,Electronics,Accessories,15.000000,Low
B-25989,2023-02-01,Moore,North Carolina,SE,Wednesday,44,3,10,COD,Clothing,Hat,102.000000,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,1117,10,67,EFT,Furniture,Bookcases,10500.000000,High
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,29,3,10,Credit Card,Furniture,Furnishings,57.000000,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,59,2,19,Debit Card,Clothing,Scarf,80.000000,Low
B-26023,2023-02-19,Cox,Tennessee,SE,Sunday,66,3,15,EFT,Clothing,Scarf,153.000000,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,111,5,15,Credit Card,Clothing,Shirt,480.000000,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,143,1,111,Credit Card,Furniture,Bookcases,32.000000,Low
B-26033,2023-02-22,Jackson,Georgia,SE,Wednesday,774,3,201,Credit Card,Electronics,Accessories,1719.000000,Avg
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,125,3,42,Credit Card,Electronics,Accessories,249.000000,Low
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,17,1,17,Credit Card,Clothing,Hat,0.000000,Loss
B-25821,2023-10-16,Taylor,Georgia,SE,Monday,60,4,10,Credit Card,Clothing,Scarf,200.000000,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,228,3,55,COD,Electronics,Electronic Games,519.000000,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,233,5,49,Credit Card,Electronics,Electronic Games,920.000000,Low
B-25621,2023-04-20,Gonzalez,Florida,SE,Thursday,333,3,116,Credit Card,Electronics,Phones,651.000000,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,125,5,22,EFT,Clothing,Shirt,515.000000,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,1622,5,449,COD,Furniture,Tables,5865.000000,High
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,259,5,42,COD,Clothing,Hat,1085.000000,Avg
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,33,2,16,Credit Card,Clothing,Shirt,34.000000,Low
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,685,7,97,EFT,Clothing,Pants,4116.000000,High
B-25910,2023-12-14,Hawkins,North Carolina,SE,Thursday,850,5,228,Credit Card,Electronics,Electronic Games,3110.000000,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,1027,8,73,Credit Card,Clothing,Dress,7632.000000,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,1319,5,150,Credit Card,Electronics,Printers,5845.000000,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,197,1,124,Credit Card,Furniture,Bookcases,73.000000,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,442,2,206,EFT,Electronics,Electronic Games,472.000000,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,550,5,158,EFT,Furniture,Furnishings,1960.000000,Avg
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,61,2,16,EFT,Clothing,Hat,90.000000,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,829,4,203,COD,Electronics,Printers,2504.000000,High
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,90,3,24,Credit Card,Clothing,Hat,198.000000,Low
B-25855,2023-11-08,Carter,Florida,SE,Wednesday,98,2,43,COD,Clothing,Hat,110.000000,Low
B-25705,2023-06-30,Hill,Florida,SE,Friday,46,2,23,Credit Card,Electronics,Electronic Games,46.000000,Low
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,1157,9,130,COD,Furniture,Bookcases,9243.000000,High
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,147,3,25,Credit Card,Clothing,Scarf,366.000000,Low
B-25957,2023-01-18,Allen,Florida,SE,Wednesday,209,1,207,Credit Card,Clothing,Dress,2.000000,Low
B-25680,2023-06-04,Martinez,Florida,SE,Sunday,73,3,33,Credit Card,Clothing,Dress,120.000000,Low
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,1096,7,63,Credit Card,Electronics,Electronic Games,7231.000000,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,1625,3,567,EFT,Electronics,Phones,3174.000000,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,243,2,129,Credit Card,Furniture,Chairs,228.000000,Low
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,44,1,47,Debit Card,Clothing,Dress,-3.000000,Loss
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,523,7,46,Credit Card,Clothing,Pants,3339.000000,High
B-25681,2023-06-04,Hunter,Florida,SE,Sunday,68,3,32,EFT,Electronics,Accessories,108.000000,Low
B-25806,2023-10-06,Mills,Florida,SE,Friday,632,4,187,EFT,Furniture,Tables,1780.000000,Avg
B-25724,2023-07-19,Davis,Florida,SE,Wednesday,168,2,110,Credit Card,Furniture,Bookcases,116.000000,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,148,2,125,EFT,Furniture,Bookcases,46.000000,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,1630,5,166,EFT,Furniture,Tables,7320.000000,High
B-25797,2023-09-30,Wong,Florida,SE,Saturday,31,2,15,EFT,Clothing,Hat,32.000000,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,413,9,81,Credit Card,Furniture,Chairs,2988.000000,High
B-25797,2023-09-30,Wong,Florida,SE,Saturday,89,5,19,COD,Clothing,Dress,350.000000,Low
B-25797,2023-09-30,Wong,Florida,SE,Saturday,976,4,171,Credit Card,Electronics,Accessories,3220.000000,High
B-25747,2023-08-11,Clark,Florida,SE,Friday,877,2,241,COD,Furniture,Bookcases,1272.000000,Avg
B-26047,2023-03-04,Edwards,Florida,SE,Saturday,55,5,9,Credit Card,Clothing,Skirt,230.000000,Low
B-25695,2023-06-18,Powers,Georgia,SE,Sunday,171,9,17,Debit Card,Clothing,Shirt,1386.000000,Avg
B-25932,2023-01-04,Hicks,Florida,SE,Wednesday,71,4,21,Credit Card,Furniture,Furnishings,200.000000,Low
B-25785,2023-09-15,Thompson,Georgia,SE,Friday,192,3,113,Credit Card,Clothing,Dress,237.000000,Low
B-25785,2023-09-15,Thompson,Georgia,SE,Friday,268,3,98,Credit Card,Clothing,Dress,510.000000,Low
B-25785,2023-09-15,Thompson,Georgia,SE,Friday,45,2,23,Credit Card,Clothing,T - shirt,44.000000,Low
B-25785,2023-09-15,Thompson,Georgia,SE,Friday,595,3,101,Credit Card,Clothing,Dress,1482.000000,Avg
B-25926,2023-12-30,Rice,Florida,SE,Saturday,57,5,10,Debit Card,Clothing,Leggings,235.000000,Low
B-25639,2023-04-27,Cooper,Florida,SE,Thursday,1629,3,594,Credit Card,Electronics,Phones,3105.000000,High
